0,0,0,1
1,0,0,0
2,0,0,0
0,1,0,1
1,1,0,0
2,1,0,0
0,2,0,0.34783
1,2,0,0.65217
2,2,0,0
0,0,1,0
1,0,1,0.85294
2,0,1,0.14706
0,1,1,0
1,1,1,0.65823
2,1,1,0.34177
0,2,1,0
1,2,1,0.47368
2,2,1,0.52632
0,0,2,0.12121
1,0,2,0.51515
2,0,2,0.36364
0,1,2,0
1,1,2,1
2,1,2,0
0,2,2,0
1,2,2,0
2,2,2,1
